marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
NISSAN,null,2017,102046,Diesel,null,null,Automatique,4,7,5,null,17890
RENAULT,Mégane IV Berline TCe 130 Energy Intens,2016,77800,null,null,null,Manuelle,5,7,5,null,12270
CITROEN,C4 THP 155 Exclusive BMP6,2013,115300,null,null,null,Automatique,5,9,5,null,7663
VOLKSWAGEN,null,2021,9406,Essence,null,null,Manuelle,4,8,5,null,27690
VOLKSWAGEN,null,2020,19240,null,null,null,Automatique,4,8,5,null,28990
RENAULT,null,2021,17560,Hybride,null,null,Automatique,4,5,5,null,18990
NISSAN,null,2021,6924,Essence,null,null,Manuelle,4,5,5,null,14290
NISSAN,null,2019,36854,Essence,null,null,Manuelle,4,6,5,null,13490
NISSAN,null,2020,25246,Essence,null,null,Automatique,4,5,5,null,15490
NISSAN,null,2019,7074,Essence,null,null,Manuelle,4,5,5,null,13980
NISSAN,null,2019,16250,Essence,null,null,Manuelle,4,5,5,null,14900
MINI,null,2018,59766,Essence,null,null,Manuelle,2,7,4,null,21480
VOLKSWAGEN,null,2018,36970,Diesel,null,null,Manuelle,4,8,5,null,29990
NISSAN,null,2018,61578,Essence,null,null,Manuelle,4,6,5,null,13490
MEGANE,1.6 16V 95CV,2000,145580,Essence,null,null,Manuelle,4,7,null,null,2290
NISSAN,null,2018,98210,Diesel,null,null,Manuelle,4,5,5,null,16980
VOLKSWAGEN,null,2018,105865,Essence,null,null,Automatique,4,6,5,null,16990
VOLKSWAGEN,null,2020,26371,Diesel,null,null,Manuelle,4,8,5,null,29490
VOLKSWAGEN,null,2017,134835,Diesel,null,null,Manuelle,4,4,5,null,8490
VOLKSWAGEN,Tiguan 2.0 TDI 150 BMT DSG7 4Motion Sound,2017,112819,Diesel,147,5.6,Automatique,4,8,5,null,24900
NISSAN,null,2017,79230,Diesel,null,null,Manuelle,4,5,5,null,17490
MERCEDES,Classe GLC 220 d 9G-Tronic 4Matic,2018,65900,Diesel,null,null,Automatique,5,9,5,null,31455
NISSAN,null,2016,71428,Diesel,null,null,Manuelle,4,5,5,null,14990
MERCEDES,null,2016,95964,Diesel,null,null,Automatique,4,9,5,null,31490
NISSAN,null,2016,145107,Diesel,null,null,Manuelle,4,5,5,null,8990
RENAULT,null,2016,112698,Diesel,null,null,Manuelle,4,5,5,null,10990
RENAULT,null,2015,58500,Essence,null,null,Manuelle,4,7,5,null,10990
FORD,null,2019,17174,Diesel,null,null,Manuelle,4,6,5,null,20990
PEUGEOT,null,2020,7158,null,null,null,Automatique,4,8,5,null,34990
NISSAN,null,2019,71568,Essence,null,null,Manuelle,4,7,5,null,17680
PEUGEOT,null,2021,5747,Diesel,null,null,Automatique,4,7,5,null,31480
CITROEN,null,2021,10,Diesel,null,null,Automatique,4,7,5,null,29280
PEUGEOT,null,2021,10,Diesel,null,null,Automatique,4,7,5,null,31280
LEXUS,IS 300h Business,2014,95500,null,null,null,Automatique,4,9,5,null,15557
RENAULT,Clio IV dCi 75 Energy SL Limited,2016,155200,Diesel,null,null,Manuelle,5,4,5,null,6390
PEUGEOT,108 1.2 PureTech 82ch BVM5 Collection,2017,8400,null,null,null,Manuelle,5,4,4,null,10190
PEUGEOT,3008 1.6 HDi 115ch FAP Style,2015,152100,Diesel,null,null,Manuelle,5,6,5,null,7090
BMW,X3 sDrive18d 150ch xLine Start Edition A,2017,101200,Diesel,null,null,Automatique,5,8,5,null,23009
Renault,INTENS 1.5 dCi FAP Energy 110ch manuelle,2016,88767,Diesel,103.0,null,Manuelle,5,null,null,null,15470
Peugeot,ALLURE 1.2 PureTech S&S 130ch automatique,2019,42662,Essence,109.0,null,Automatique,5,null,null,null,27470
OPEL,null,2021,10,Diesel,null,null,Manuelle,4,6,5,null,26480
NISSAN,null,2020,9068,Essence,null,null,Manuelle,4,5,5,null,13900
NISSAN,null,2018,19636,Diesel,null,null,Manuelle,4,5,5,null,20490
PEUGEOT,null,2021,10,Diesel,null,null,Automatique,4,7,5,null,31280
RENAULT,null,2020,7310,Essence,null,null,null,2,4,5,null,13990
PEUGEOT,null,2018,49346,Essence,null,null,Automatique,4,6,5,null,18490
NISSAN,null,2020,30052,Electrique,null,null,Automatique,4,6,5,null,22480
NISSAN,null,2019,38829,Diesel,null,null,Manuelle,4,6,5,null,21990
NISSAN,null,2018,54357,Essence,null,null,Manuelle,4,4,5,null,10490
HYUNDAI,null,2019,44078,Essence,null,null,Manuelle,4,5,5,null,11490
Citroën,1.6 Exclusive 110 Phase 2,2003,181000,Essence,null,null,Manuelle,5,6,null,null,2490
LEXUS,null,2022,6000,Hybride,null,null,Automatique,4,8,5,null,47990
Mazda,Mazda6 2.0 MZR - CD 120 Harmonie,2004,420000,Diesel,179,6.5,Manuelle,4,7,5,11400,800
MERCEDES,null,2020,80328,null,null,null,Automatique,4,10,5,null,58990
CITROEN,null,2018,76121,Diesel,null,null,Manuelle,4,5,5,null,10999
PEUGEOT,null,2021,20697,Essence,null,null,Automatique,2,null,5,null,22990
PEUGEOT,null,2018,36072,Essence,null,null,Manuelle,4,4,5,null,13790
CITROEN,C1 1.0i Airdream Confort,2009,24031,Essence,106,4.5,Manuelle,2,4,4,null,5990
PEUGEOT,null,2021,17185,Diesel,null,null,Manuelle,4,7,5,null,22490
PEUGEOT,null,2021,5826,Hybride,null,null,Automatique,4,10,5,null,42490
PEUGEOT,null,2021,33344,Essence,null,null,Automatique,4,7,5,null,25390
RENAULT,null,2019,15963,Essence,null,null,Manuelle,4,5,4,null,12880
CITROEN,null,2017,44616,Essence,null,null,Manuelle,4,7,5,null,16780
PEUGEOT,null,2016,39577,Essence,null,null,Manuelle,4,16,5,null,25999
PEUGEOT,null,2021,10737,Diesel,null,null,Automatique,4,7,5,null,31999
PEUGEOT,null,2022,100,Diesel,null,null,Automatique,4,7,5,null,32490
PEUGEOT,null,2022,9000,Diesel,null,null,Manuelle,4,5,2,null,21990
PEUGEOT,null,2021,5000,Essence,null,null,Manuelle,4,5,5,null,22670
PEUGEOT,null,2021,6000,Essence,null,null,Manuelle,4,5,5,null,26510
PEUGEOT,null,2019,11921,Essence,null,null,Automatique,4,6,5,null,17490
PEUGEOT,null,2017,34614,Essence,null,null,Manuelle,4,4,4,null,9990
RENAULT,null,2021,15145,Hybride,null,null,Automatique,4,5,5,null,27480
RENAULT,null,2021,17767,Hybride,null,null,Automatique,4,5,5,null,28280
RENAULT,null,2019,48353,Diesel,null,null,Automatique,4,5,5,null,18980
SUZUKI,null,2018,49650,Diesel,null,null,Manuelle,4,6,5,null,15680
RENAULT,null,2018,71700,Essence,null,null,Manuelle,4,5,5,null,11380
CITROEN,null,2018,53838,Essence,null,null,Manuelle,4,7,5,null,15980
PEUGEOT,null,2015,77895,Essence,null,null,Automatique,4,6,5,null,12780
BMW,null,2020,4909,null,null,null,Automatique,4,7,5,null,48980
BMW,null,2016,56944,Diesel,null,null,Manuelle,4,8,5,null,21900
FORD,null,2021,11500,Essence,null,null,Manuelle,4,6,5,null,23290
FORD,Mondeo SW 2.0 Hybrid 187 BVA6 Titanium,2019,58690,Hybride,96,4.4,Automatique,4,9,5,null,22480
PEUGEOT,null,2018,56519,Essence,null,null,Manuelle,4,4,5,null,14790
PEUGEOT,null,2018,80964,Diesel,null,null,Manuelle,4,6,5,null,21990
DS,null,2021,3533,Essence,null,null,Automatique,4,7,5,null,32990
DS,null,2020,26068,Diesel,null,null,Manuelle,4,5,5,null,26990
AUDI,null,2017,32000,Diesel,null,null,Automatique,2,10,4,null,31990
DS,null,2020,6455,Diesel,null,null,Automatique,4,9,5,null,42980
DS,null,2020,1247,Electrique,null,null,Automatique,4,4,5,null,29990
DS,null,2018,97000,Diesel,null,null,Automatique,4,10,5,null,29990
DS,null,2021,7800,Essence,null,null,Automatique,4,7,5,null,29847
DS,null,2020,1300,Diesel,null,null,Automatique,4,7,5,null,41874
DS,null,2021,7590,Electrique,null,null,Automatique,4,4,5,null,37880
VOLKSWAGEN,T4 transporteur 1900cc  9 places,1991,308400,Diesel,221,8.2,Manuelle,4,null,9,51270,1100
Peugeot,206 2.0 HDi Quiksilver,2001,274915,Diesel,144,5.3,Manuelle,2,5,5,30100,1800
Citroën,C3 1.4i 16v Exclusive,2008,98000,Essence,148,6.2,Manuelle,4,5,5,77000,3600
Hyundai,i10 1.0 66 Pack Sensation,2014,120000,Essence,108,4.7,Manuelle,4,4,5,44000,5400
BMW,Coupé 320d 177ch Luxe,2007,164000,Diesel,128,4.8,Manuelle,2,9,5,59200,8490
Dacia,Duster TCe 125 4x2 Ambiance,2015,92000,Essence,143,6.2,Manuelle,4,7,5,47700,9800
Kia,Rio 1.2L 85 ISG Origins Premium,2017,35000,Essence,109,4.7,Manuelle,4,4,5,74520,10500
Honda,HR-V 1.5  i-VTEC Executive,2015,103000,Essence,130,5.6,Manuelle,4,7,5,54710,13800
Renault,Kadjar TCe 140 FAP Intens,2019,35000,Essence,null,null,Manuelle,4,7,5,72000,18000
Audi,A1 Sportback 30 TFSI 116 ch BVM6 Design,2019,45800,Essence,null,null,Manuelle,4,6,5,66600,20000
Land-Rover,Range Rover Sport Mark VII SDV6 3.0L Autobiography A,2012,134000,Diesel,230,8.8,Automatique,4,17,5,06240,23800
Porsche,Boxster 3.2i S,2005,117000,Essence,248,10.4,Manuelle,2,19,2,75014,26900
Lexus,NX 300h 2WD,2019,13982,Hybride,127,5.5,Automatique,4,8,5,33112,37800
Volkswagen,Golf 1.9 TDI - 100,2002,330000,Diesel,138,5.1,Manuelle,2,6,5,69400,2000
Peugeot,208 1.6 VTi 120ch BVM5 Allure,2014,89500,Essence,129,5.6,Manuelle,2,6,5,38110,8600
Peugeot,5008 1.6 HDi 115ch FAP BVM6 Access 5pl,2014,144000,Diesel,124,4.7,Manuelle,4,6,5,40180,8700
Ford,Tourneo Custom 300 L1H1 2.2 TDCi 155 Titanium,2015,253500,Diesel,172,6.5,Manuelle,4,9,8,80560,11500
Toyota,Yaris Hybride 100h Chic,2018,39000,Hybride,82,3.6,Automatique,4,3,5,42000,11500
Peugeot,3008 1.2 Puretech 130ch S&S EAT6 Active,2018,98000,Essence,120,5.5,Automatique,4,7,5,33200,19500
Lexus,UX 250h 2WD Luxe,2020,14000,Hybride,94,4.1,Automatique,4,7,5,65300,30200
Dacia,Sandero TCe 90 Stepway Confort,2021,3000,Essence,null,null,Manuelle,4,5,5,92100,15000
TWINGO,1.2 16V 75CV ECO2,2009,60470,Essence,null,null,Manuelle,2,4,null,null,5990
PEUGEOT,null,2021,12491,Hybride,null,null,Automatique,4,11,5,null,49990
PEUGEOT,null,2021,10100,Hybride,null,null,Automatique,4,11,5,null,49990
PEUGEOT,null,2021,6181,Diesel,null,null,Manuelle,4,7,7,null,36990
PEUGEOT,null,2021,13828,Essence,null,null,Manuelle,4,5,5,null,20990
PEUGEOT,null,2021,6478,Diesel,null,null,Automatique,4,7,5,null,27990
PEUGEOT,null,2021,4622,Electrique,null,null,Automatique,4,4,5,null,31990
MINI,null,2016,88838,Diesel,null,null,Manuelle,4,5,5,null,15990
DACIA,null,2017,43860,Diesel,null,null,Manuelle,4,6,5,null,14290
CITROEN,null,2019,73267,Diesel,null,null,Manuelle,4,6,5,null,16990
CITROEN,null,2019,72839,Diesel,null,null,Automatique,4,6,5,null,23390
CITROEN,null,2019,27465,Essence,null,null,Manuelle,4,5,5,null,14598
CITROEN,null,2020,45658,Diesel,null,null,Manuelle,4,5,5,null,13491
CITROEN,null,2021,4500,Diesel,null,null,Manuelle,4,6,5,null,21991
CITROEN,null,2020,14100,Essence,null,null,Manuelle,4,4,4,null,10492
CITROEN,null,2018,45615,Diesel,null,null,Manuelle,4,5,5,null,13491
CITROEN,null,2018,43000,Essence,null,null,Manuelle,4,4,5,null,11991
CITROEN,null,2018,33700,Diesel,null,null,Manuelle,4,5,5,null,13491
CITROEN,null,2021,1400,Essence,null,null,Manuelle,4,6,5,null,18200
CITROEN,null,2021,1500,Electrique,null,null,Automatique,4,4,6,null,51874
RENAULT,null,2020,14600,Diesel,null,null,Manuelle,4,5,5,null,16824
CITROEN,null,2019,56500,Essence,null,null,Manuelle,4,5,5,null,12874
CITROEN,null,2019,39500,Diesel,null,null,Automatique,4,6,5,null,26864
CITROEN,null,2021,9000,Essence,null,null,Automatique,null,7,5,null,24710
CITROEN,null,2018,79206,Essence,null,null,Manuelle,2,5,5,null,12980
CITROEN,null,2019,75986,Diesel,null,null,Automatique,4,6,7,null,20980
DS,null,2018,29775,Essence,null,null,Manuelle,4,7,5,null,18980
BMW,null,2022,12000,null,null,null,null,null,11,5,null,87900
MINI,null,2021,20000,Essence,null,null,Automatique,2,7,4,null,25890
ALFA,null,2019,23743,Essence,null,null,Automatique,4,12,5,null,35990
MINI,null,2018,41480,Essence,null,null,Automatique,4,11,5,null,31390
BMW,null,2018,62400,Diesel,null,null,Automatique,4,8,5,null,27990
BMW,null,2018,44781,Diesel,null,null,Manuelle,4,8,5,null,28990
BMW,null,2017,140395,Diesel,null,null,Manuelle,4,7,5,null,17990
BMW,null,2016,28900,Essence,null,null,Automatique,4,11,5,null,29990
Renault,1.5l dci 110cv authentique,2010,243572,Diesel,null,null,Autres,4,6,7,null,3780
Citroën,1.0l68cv attraction,2010,115882,Essence,null,null,Manuelle,2,4,4,null,4480
Renault,1.5l dci 75cv air,2012,104123,Diesel,null,null,Manuelle,2,6,4,null,4520
Dacia,1.4 l 75cv ambiante,2010,125702,Hybride,null,null,Manuelle,4,5,5,null,4980
Toyota,1.0l vvti 69cv cool,2011,92020,Essence,null,null,Manuelle,4,4,5,null,5880
Peugeot,1.4l 75cv Urban,2011,105265,Essence,null,null,Manuelle,4,5,5,null,5890
Citroën,Picasso 1.6l hdi 92cv pack,2011,62887,Diesel,null,null,Manuelle,4,5,5,null,6680
Peugeot,1.0l 68cv urban boite automatique,2007,5689,Essence,109,4.6,Automatique,4,4,4,null,6760
Nissan,1.5lcrdi 90cv acenta,2013,104090,Diesel,null,null,Autres,4,5,5,null,6780
Dacia,1.2l 75cv base,2015,21060,Essence,null,null,Manuelle,4,5,5,null,6880
Opel,1.7l cdti 110cv edition pak,2011,108443,Diesel,null,null,Manuelle,4,6,7,null,7480
Renault,1.5 l dci 110cv dynamique,2012,122650,Diesel,null,null,Manuelle,4,5,5,null,7680
Renault,1.2l tce 115cv energy,2015,100489,Essence,140,6.1,Manuelle,4,6,5,null,8780
Hyundai,1.7l crdi pak inventive blue drive 115cv,2014,89956,Diesel,null,null,Manuelle,4,6,5,null,11680
Dacia,1.5l dci 110cv sylver-line,2018,49952,Diesel,null,null,Manuelle,4,6,5,null,13860
PEUGEOT,null,2018,86155,Diesel,null,null,Manuelle,4,6,5,null,16900
CITROEN,null,2021,3798,Diesel,null,null,Automatique,4,7,5,null,26450
CITROEN,null,2020,15281,Essence,null,null,Manuelle,4,4,5,null,16990
DACIA,null,2021,5868,Diesel,null,null,Manuelle,4,6,7,null,19480
DACIA,null,2021,3110,Diesel,null,null,Manuelle,4,6,7,null,19480
RENAULT,null,2020,27129,Diesel,null,null,Manuelle,4,6,5,null,19480
RENAULT,null,2020,16824,Diesel,null,null,Manuelle,4,6,5,null,20480
CITROEN,null,2020,19663,Essence,null,null,Manuelle,4,4,4,null,11490
RENAULT,null,2019,11427,Diesel,null,null,Automatique,4,5,5,null,19380
RENAULT,null,2019,26481,Essence,null,null,Manuelle,4,8,5,null,18680
PEUGEOT,null,2021,2894,Electrique,null,null,Automatique,4,4,5,null,25980
PEUGEOT,null,2021,8735,Hybride,null,null,Automatique,4,10,5,null,43980
VOLKSWAGEN,null,2020,39307,Diesel,null,null,Automatique,4,8,4,null,70990
PEUGEOT,null,2017,61500,Essence,null,null,Manuelle,4,7,5,null,22990
PEUGEOT,null,2020,13902,Essence,null,null,Automatique,4,7,5,null,29990
CITROEN,null,2020,31068,Essence,null,null,Manuelle,4,6,5,null,15990
PEUGEOT,null,2018,59510,Essence,null,null,Automatique,4,6,5,null,17990
PEUGEOT,null,2018,36406,Essence,null,null,Manuelle,4,6,5,null,19990
HYUNDAI,null,2018,74786,Essence,null,null,Manuelle,4,5,5,null,10990
PEUGEOT,null,2021,5243,Hybride,null,null,Automatique,4,10,5,null,40490
RENAULT,null,2021,10,Essence,null,null,Manuelle,4,5,5,null,25890
TOYOTA,null,2021,8,Essence,null,null,null,2,5,null,null,27990
DACIA,null,2021,42555,Diesel,null,null,Manuelle,4,5,5,null,13980
RENAULT,null,2018,34053,Diesel,null,null,Manuelle,4,4,5,null,11980
RENAULT,null,2017,31035,Essence,null,null,Manuelle,4,5,5,null,11980
RENAULT,null,2014,56063,Electrique,null,null,Automatique,4,1,5,null,7480
DACIA,null,2021,6778,Diesel,null,null,Manuelle,4,6,5,null,20500
RENAULT,null,2021,5074,null,null,null,Manuelle,4,7,5,null,25080
RENAULT,null,2020,21415,Diesel,null,null,Manuelle,4,4,5,null,14400
RENAULT,null,2020,8765,Diesel,null,null,Manuelle,4,5,5,null,18890
RENAULT,null,2019,33940,Diesel,null,null,Manuelle,4,6,7,null,20500
RENAULT,null,2018,42552,Essence,null,null,Manuelle,4,4,4,null,9200
DACIA,null,2018,83502,Diesel,null,null,Manuelle,4,6,5,null,13900
RENAULT,null,2017,87505,Diesel,null,null,Automatique,4,10,5,null,20680
RENAULT,null,2016,49373,Diesel,null,null,Manuelle,4,7,5,null,16990
CITROEN,C2 1.1i Pack,2005,61398,Essence,141,5.9,Manuelle,2,4,4,null,4490
CITROEN,null,2019,30141,Essence,null,null,Manuelle,4,6,5,null,18290
DACIA,null,2019,13267,Diesel,null,null,Manuelle,4,6,5,null,18590
DS,null,2016,34800,Essence,null,null,null,2,12,5,null,16990
BMW,null,2019,125483,Diesel,null,null,Automatique,4,16,5,null,41999
BMW,null,2017,37267,Diesel,null,null,Manuelle,4,6,5,null,22499
ALFA,null,2018,30002,Essence,null,null,Manuelle,2,5,4,null,10490
OPEL,null,2021,7413,Diesel,null,null,Automatique,4,6,5,null,24999
RENAULT,null,2019,11427,Diesel,null,null,Automatique,4,5,5,null,19380
RENAULT,null,2019,26481,Essence,null,null,Manuelle,4,8,5,null,18680
PEUGEOT,null,2021,2894,Electrique,null,null,Automatique,4,4,5,null,25980
PEUGEOT,null,2021,8735,Hybride,null,null,Automatique,4,10,5,null,43980
VOLKSWAGEN,null,2020,39307,Diesel,null,null,Automatique,4,8,4,null,70990
PEUGEOT,null,2017,61500,Essence,null,null,Manuelle,4,7,5,null,22990
PEUGEOT,null,2020,13902,Essence,null,null,Automatique,4,7,5,null,29990
CITROEN,null,2020,31068,Essence,null,null,Manuelle,4,6,5,null,15990
PEUGEOT,null,2018,59510,Essence,null,null,Automatique,4,6,5,null,17990
PEUGEOT,null,2018,36406,Essence,null,null,Manuelle,4,6,5,null,19990
HYUNDAI,null,2018,74786,Essence,null,null,Manuelle,4,5,5,null,10990
PEUGEOT,null,2021,5243,Hybride,null,null,Automatique,4,10,5,null,40490
RENAULT,null,2021,10,Essence,null,null,Manuelle,4,5,5,null,25890
TOYOTA,null,2021,8,Essence,null,null,null,2,5,null,null,27990
DACIA,null,2021,42555,Diesel,null,null,Manuelle,4,5,5,null,13980
RENAULT,null,2018,34053,Diesel,null,null,Manuelle,4,4,5,null,11980
RENAULT,null,2017,31035,Essence,null,null,Manuelle,4,5,5,null,11980
RENAULT,null,2014,56063,Electrique,null,null,Automatique,4,1,5,null,7480
DACIA,null,2021,6778,Diesel,null,null,Manuelle,4,6,5,null,20500
RENAULT,null,2021,5074,null,null,null,Manuelle,4,7,5,null,25080
RENAULT,null,2020,21415,Diesel,null,null,Manuelle,4,4,5,null,14400
RENAULT,null,2020,8765,Diesel,null,null,Manuelle,4,5,5,null,18890
RENAULT,null,2019,33940,Diesel,null,null,Manuelle,4,6,7,null,20500
RENAULT,null,2018,42552,Essence,null,null,Manuelle,4,4,4,null,9200
DACIA,null,2018,83502,Diesel,null,null,Manuelle,4,6,5,null,13900
RENAULT,null,2017,87505,Diesel,null,null,Automatique,4,10,5,null,20680
RENAULT,null,2016,49373,Diesel,null,null,Manuelle,4,7,5,null,16990
CITROEN,C2 1.1i Pack,2005,61398,Essence,141,5.9,Manuelle,2,4,4,null,4490
CITROEN,null,2019,30141,Essence,null,null,Manuelle,4,6,5,null,18290
DACIA,null,2019,13267,Diesel,null,null,Manuelle,4,6,5,null,18590
DS,null,2016,34800,Essence,null,null,null,2,12,5,null,16990
BMW,null,2019,125483,Diesel,null,null,Automatique,4,16,5,null,41999
BMW,null,2017,37267,Diesel,null,null,Manuelle,4,6,5,null,22499
ALFA,null,2018,30002,Essence,null,null,Manuelle,2,5,4,null,10490
OPEL,null,2021,7413,Diesel,null,null,Automatique,4,6,5,null,24999
KIA,null,2021,5564,null,null,null,Automatique,4,7,5,null,31499
DACIA,null,2019,29075,Essence,null,null,Manuelle,4,5,5,null,12390
RENAULT,null,2018,94187,Diesel,null,null,Manuelle,4,4,5,null,10280
VOLKSWAGEN,null,2021,10,Essence,null,null,Manuelle,4,8,5,null,29960
VOLKSWAGEN,null,2021,10,Essence,null,null,Manuelle,4,8,5,null,29960
VOLKSWAGEN,null,2019,40309,Essence,null,null,Automatique,4,14,5,null,32690
VOLKSWAGEN,null,2019,32820,Essence,null,null,Automatique,4,14,5,null,32690
VOLKSWAGEN,null,2021,15285,Diesel,null,null,Automatique,4,8,5,null,39690
Peugeot,208 PureTech 110ch S&S EAT6 Tech Edition,2019,25200,Essence,112,4.9,Automatique,4,6,5,null,16490
VOLKSWAGEN,null,2020,18732,Essence,null,null,Automatique,4,8,5,null,30690
VOLKSWAGEN,null,2020,52073,Diesel,null,null,Automatique,4,8,7,null,37690
PEUGEOT,null,2018,35913,Essence,null,null,Automatique,4,9,5,null,27690
BMW,null,2017,60615,Diesel,null,null,Automatique,4,10,5,null,28490
CITROEN,null,2020,9731,Diesel,null,null,Manuelle,4,5,5,null,18990
PEUGEOT,null,2018,35274,Diesel,null,null,Automatique,4,9,5,null,29990
BMW,null,2018,85204,Essence,null,null,Manuelle,4,6,5,null,18490
PEUGEOT,null,2018,37570,Essence,null,null,Manuelle,4,4,5,null,10490
PEUGEOT,null,2018,28287,Essence,null,null,Automatique,4,7,7,null,28900
PEUGEOT,null,2019,83888,Diesel,null,null,Automatique,4,6,5,null,21490
VOLKSWAGEN,null,2020,27152,Diesel,null,null,Automatique,4,8,5,null,27290
PEUGEOT,null,2020,25484,Essence,null,null,Manuelle,4,7,5,null,27790
PEUGEOT,null,2019,52500,Diesel,null,null,Automatique,4,8,5,null,28990
Citroën,C1 VTi 72 S&S Feel,null,35500,Essence,null,null,Manuelle,2,4,4,null,9300
Ford,S-MAX 2.0 TDCi 140 DPF Titanium,2006,230000,Diesel,159,6.0,Manuelle,4,8,7,33240,4700
Citroën,C3 PureTech 110 S&S EAT6 Shine,2020,20100,Essence,105,4.8,Automatique,4,5,5,91070,12400
Mini,Mini Cooper 136 ch,2017,58000,Essence,105,4.5,Manuelle,2,7,4,70220,17800
Kia,Sportage 1.7 CRDi 141 ISG 4x2 DCT7 GT Line Pack Premium,2018,35000,Diesel,129,4.9,Automatique,4,7,5,30000,23000
BMW,X3 xDrive20d 190ch Business A,2016,101000,Diesel,129,4.9,Automatique,4,10,5,39400,21800
Seat,Ibiza SC 1.2 TSI 90 ch Connect,2016,115000,Essence,116,4.9,Manuelle,2,5,5,77590,8000
Citroën,C5 HDi 160 FAP Confort,2010,102679,Diesel,147,5.6,Manuelle,4,9,5,24510,8900
Fiat,500X 1.6 110 ch Popstar,2015,70000,Essence,139,6.0,Manuelle,4,7,5,13510,10000
Volkswagen,Golf 1.6 TDI 115 BlueMotion Technology FAP DSG7 Confortline,2018,77637,Diesel,102,3.9,Semi automatique,4,6,5,67100,16900
Peugeot,3008 1.2 Puretech 130ch S&S BVM6 Crossway,2018,69000,Essence,124,5.5,Manuelle,4,7,5,14610,21800
Jaguar,XJS-C V12 A,1986,119000,Essence,null,null,Automatique,2,31,2,19360,25900
Land-Rover,DEFENDER 110 CREW CAB MARK VI E,2015,55000,Diesel,295,11.1,Manuelle,4,7,7,74370,65900
MG,MG F 1.8i,1997,215000,Essence,null,7.6,Manuelle,2,9,2,37800,5450
BMW,116d 116 ch Sport,2015,132000,Diesel,104,4.0,Manuelle,4,6,5,74100,14400
LAND-ROVER,Equipé RAID Cambre de toit,2010,84000,Diesel,295,10,Manuelle,4,null,2,01310,42000
Mercedes,Classe A 200 7G-DCT AMG Line,2018,32500,Essence,118,5.2,Automatique,4,8,5,86440,32000
Porsche,Macan 3.0 V6 340 ch S PDK,2015,106000,Essence,212,9.0,Semi automatique,4,23,5,01500,47600
BMW,640d Gran Coupé 313ch 146g Excellis A,2013,155200,Diesel,146,5.5,Automatique,4,20,5,44117,26000
Toyota,HILUX X-TRA CAB 4WD 2.4L 150 D-4D LECAP,2020,25000,Diesel,185,null,Manuelle,2,8,4,83700,36000
Opel,Corsa 1.2 Turbo 100 ch BVA8 Edition,2021,1760,Essence,null,null,Automatique,4,5,5,70000,19900
Mercedes,Classe S 500 L 4-Matic A,2007,230000,Essence,291,12.2,Automatique,4,30,5,vendeur,16500
Peugeot,Garantie 3 mois / diesel,2012,196000,Diesel,null,null,Manuelle,5,6,5,null,5370
Citroen,SPORT  156 CV,2011,82300,Essence,null,null,Manuelle,2,8,null,null,8990
Renault,gt line pack dci 110 grise GARANTIE,2014,115000,Diesel,null,null,Manuelle,5,5,null,null,8990
Audi,avant 2.0 tdi dpf - 143,2012,130000,Diesel,null,null,Manuelle,5,7,5,null,11500
SUZUKI,Swift 1.6 Sport,2008,103700,Essence,171,7.1,Manuelle,2,8,4,null,5990
Renault,BUSINESS dCi 90 Energy eco²,2016,176700,Diesel,null,null,Manuelle,4,4,5,null,7900
Hyundai,2.0 CRDi 4WD 149 Pack Executive,2009,143000,Diesel,null,null,Manuelle,4,9,5,null,7990
Peugeot,108 1.0 VTi 68ch BVM5 Active,2018,30000,Essence,null,null,Manuelle,4,4,4,null,8990
Fiat,1.2 69 ch S/S Ligue 1 Conforama,2019,24500,Essence,null,null,Manuelle,4,4,5,null,8990
Renault,III dCi 110 Energy FAP eco2 GT LINE,2013,98500,Diesel,null,null,Manuelle,2,5,5,null,9500
Renault,III TCe 130 Energy Bose Edition,2016,98000,Essence,null,null,Manuelle,4,7,5,null,10990
Renault,IV BERLINE BUSINESS dCi 110 Energy,2017,100800,Diesel,null,null,Manuelle,4,5,5,null,11490
FORD,null,2017,41800,Essence,null,null,Manuelle,4,null,null,null,11490
AUDI,null,2012,154500,Diesel,null,null,Manuelle,4,null,null,null,12490
PEUGEOT,null,2017,136500,Diesel,null,null,Automatique,4,null,null,null,12490
VOLKSWAGEN,Coccinelle 1.4 TSI 160 Série Spéciale Fender Edition,2012,110800,Essence,153,6.6,Manuelle,2,9,4,null,12490
RENAULT,null,2016,58800,Diesel,null,null,Manuelle,4,null,null,null,13490
Mercedes,ML 280 CDI A,2007,139000,Diesel,249,9.4,Automatique,4,13,5,null,13900
AUDI,A1 Sportback 1.4 TDI 90 Ambition Luxe,2016,110800,Diesel,98,3.7,Manuelle,4,4,4,null,13990
RENAULT,Mégane IV Berline dCi 130 Energy Intens,2017,65900,Diesel,103,4.0,Manuelle,4,6,5,null,14890
NISSAN,null,2018,57300,Essence,null,null,Automatique,4,null,null,null,14990
CITROEN,null,2018,33200,Essence,null,null,Manuelle,4,null,null,null,14990
Peugeot,2008 PureTech 130ch S&S BVM6 Crossway,2019,67500,Essence,null,null,Manuelle,4,7,5,null,15490
BMW,F20 LCI 116d 116 ch Business A,2017,108000,Diesel,null,null,Automatique,4,5,5,null,15990
